playerID,CAM,CB,CDM,CF,CM,GK,LB,LF,LM,LW,LWB,RB,RF,RM,RW,RWB,ST,SW
100326,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100330,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100391,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
100496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100585,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100758,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
100803,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100934,0,3,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0
100940,0,0,0,0,4,0,0,0,0,3,0,0,0,2,1,0,0,0
100954,3,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0
100964,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0
100978,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
100987,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0
100995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101015,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0
101153,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,2,0
101225,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
101282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101336,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101378,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101496,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
101658,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
101664,0,0,2,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0
101689,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101868,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101978,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101999,0,0,4,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0
102021,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102056,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0
102064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102081,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
102084,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
102088,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102129,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
102356,0,0,4,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0
102359,1,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0
102409,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0
102488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102587,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102652,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103133,4,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0
103288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103496,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103578,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
103591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103735,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
103783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103933,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
103935,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103936,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
103938,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104047,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104053,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0
104059,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
104088,0,0,4,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
104100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104101,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
104296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104476,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104702,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
104742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105314,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
105318,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105330,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
105338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105342,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
105409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105469,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105474,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
105477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105532,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105558,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105663,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0
105803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105833,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105834,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105898,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105945,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
106019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106202,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106213,0,3,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
106231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106431,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
106436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106539,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
106560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106686,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
106710,3,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
106762,1,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0
106795,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
107280,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107320,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0
107391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107647,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107651,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
107713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107715,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107794,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
107901,0,2,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
107904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108060,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
108061,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
108075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108080,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
108583,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108750,0,0,0,0,0,0,0,0,3,4,0,0,0,1,2,0,0,0
108784,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
108836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109321,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
109416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109724,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
109727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109728,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
109809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110019,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110023,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110026,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
110082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110117,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110272,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110281,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
110283,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
110291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
110297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110301,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
110317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110363,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110368,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
110371,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110375,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
110376,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110377,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,0
110381,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
110389,3,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0
110402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110550,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
110606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110638,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110652,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
110657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110691,1,0,0,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0
110774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110809,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
110811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110842,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
110852,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
110856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
110879,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110880,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
110907,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
110961,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
110971,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0
110974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110984,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111008,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111010,1,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0
111016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111023,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111093,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
111105,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
111106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111137,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111184,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
111191,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
111195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111198,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0
111199,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
111206,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111503,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
111643,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
111661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111710,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
111712,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
112230,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
112243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112251,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
112253,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112316,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
112352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112365,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112384,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
112392,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
112393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112396,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
112458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112472,0,0,0,3,0,0,0,4,2,1,0,0,0,0,0,0,0,0
112478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112496,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112536,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
112552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112556,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112628,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112640,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112650,1,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0
112712,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112778,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112811,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
112847,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
112875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112947,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0
113045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113071,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113158,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113184,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
113188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113212,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
113219,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113220,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
113221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113278,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
113343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113381,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
113398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
113419,1,0,0,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0
113422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113441,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
113488,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113569,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0
114038,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
114040,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
114123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
114126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114275,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0
114356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114663,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114734,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
114764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115823,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115888,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116081,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116308,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
116309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116346,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116391,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116411,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
116479,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116491,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0
116494,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116620,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116629,0,0,1,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0
116655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116724,0,1,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
116745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116762,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
116812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116866,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
116873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116952,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
116959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117022,0,0,1,0,2,0,0,0,4,0,0,0,0,3,0,0,0,0
117039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117094,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
117096,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
117254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117385,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
